Age,Years_of_Experience,Job_Title,Department,Education_Level,Location_Tier,Performance_Rating,Certifications,Target_Salary
54,8,Financial Analyst,Finance,Bachelor's,Tier 2,3,1,103563.49
49,0,Engineering Manager,Finance,Master's,Tier 2,2,1,133341.3
62,14,HR Specialist,Engineering,Bachelor's,Tier 1,2,2,116586.89
57,5,Marketing Specialist,Data & Analytics,Bachelor's,Tier 1,2,3,98738.09
27,6,Financial Analyst,Engineering,Bachelor's,Tier 2,4,1,108109.36
37,6,Financial Analyst,Sales & Marketing,Master's,Tier 2,4,3,125479.25
55,26,Software Engineer,Data & Analytics,Master's,Tier 3 / Remote,2,2,136935.37
44,9,Product Manager,Human Resources,Bachelor's,Tier 1,4,3,181586.29
45,20,Financial Analyst,Human Resources,Bachelor's,Tier 3 / Remote,1,0,102074.18
34,11,HR Specialist,Finance,Bachelor's,Tier 1,4,2,122648.29
39,4,Financial Analyst,Human Resources,Master's,Tier 2,4,1,109306.97
34,5,Marketing Specialist,Engineering,Bachelor's,Tier 3 / Remote,4,1,77250.41
58,37,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,3,0,249646.24
60,35,Senior Software Engineer,Engineering,Bachelor's,Tier 1,3,1,249726.48
38,13,Lead Data Scientist,Finance,Master's,Tier 2,3,1,177358.84
36,9,HR Specialist,Finance,Bachelor's,Tier 3 / Remote,4,2,83981.72
39,6,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,2,0,115236.53
44,8,Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,4,108985.71
51,15,Product Manager,Data & Analytics,Bachelor's,Tier 2,2,4,150200.15
55,13,Engineering Manager,Product,Bachelor's,Tier 2,3,2,170811.23
25,1,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,5,5,110981.56
24,1,Sales Executive,Product,Bachelor's,Tier 2,4,2,82614.89
28,5,HR Specialist,Data & Analytics,High School,Tier 3 / Remote,4,1,54959.49
39,2,HR Specialist,Engineering,PhD,Tier 2,2,0,96338.38
28,1,Senior Software Engineer,Finance,Bachelor's,Tier 2,3,1,104744.81
61,25,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,4,0,229517.3
27,5,Engineering Manager,Sales & Marketing,PhD,Tier 3 / Remote,3,0,149025.98
43,9,HR Manager,Engineering,High School,Tier 2,4,2,112795.12
22,1,HR Specialist,Finance,PhD,Tier 1,2,0,110710.95
25,5,Sales Executive,Data & Analytics,Master's,Tier 3 / Remote,2,0,72996.58
50,20,Software Engineer,Finance,Bachelor's,Tier 1,4,1,171451.55
42,19,HR Specialist,Finance,Master's,Tier 2,3,2,139016.94
47,24,Financial Analyst,Finance,Bachelor's,Tier 2,3,1,156419.35
35,1,HR Specialist,Engineering,High School,Tier 3 / Remote,2,5,53049.93
30,3,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,3,2,92877.12
33,0,Sales Executive,Product,Bachelor's,Tier 2,4,1,75617.78
27,3,HR Specialist,Product,Bachelor's,Tier 2,2,1,71175.94
41,9,HR Specialist,Data & Analytics,Bachelor's,Tier 1,3,1,111325.14
45,3,Product Manager,Product,PhD,Tier 1,5,0,198349.82
48,11,Engineering Manager,Sales & Marketing,Master's,Tier 2,2,0,162414.45
59,23,Senior Software Engineer,Data & Analytics,Master's,Tier 2,3,1,180969.43
29,9,Marketing Specialist,Product,PhD,Tier 1,4,1,154832.93
22,2,Engineering Manager,Sales & Marketing,PhD,Tier 1,4,0,205830.98
45,2,Engineering Manager,Engineering,Bachelor's,Tier 2,3,1,137080.71
28,5,Engineering Manager,Sales & Marketing,Bachelor's,Tier 2,1,2,128236.88
40,13,Marketing Specialist,Engineering,Master's,Tier 3 / Remote,3,2,109859.45
43,14,HR Manager,Sales & Marketing,Bachelor's,Tier 1,2,1,152701.36
56,33,Lead Data Scientist,Finance,Master's,Tier 1,4,1,297873.55
51,31,Product Manager,Product,Bachelor's,Tier 1,3,0,226701.71
50,15,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,3,0,104914.04
43,3,Financial Analyst,Product,Master's,Tier 1,3,0,121490.05
32,10,Sales Executive,Human Resources,Bachelor's,Tier 1,5,2,137796.27
41,4,Product Manager,Data & Analytics,Bachelor's,Tier 2,3,3,122004.67
50,23,Lead Data Scientist,Finance,Bachelor's,Tier 3 / Remote,3,3,165724.97
62,35,HR Manager,Engineering,Master's,Tier 3 / Remote,3,1,177096.49
55,26,Financial Analyst,Human Resources,High School,Tier 3 / Remote,3,2,128427.68
22,1,Marketing Specialist,Product,High School,Tier 2,3,0,56788.38
52,12,Marketing Specialist,Finance,Master's,Tier 1,3,0,138533.92
51,19,Software Engineer,Finance,Master's,Tier 2,3,0,147073.06
39,18,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,3,1,177381.02
38,5,Lead Data Scientist,Human Resources,Bachelor's,Tier 2,2,2,130752.21
59,8,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,3,1,127968.75
35,5,HR Manager,Finance,Master's,Tier 2,3,2,125962.5
44,22,Lead Data Scientist,Product,High School,Tier 1,3,1,215961.9
46,7,Product Manager,Engineering,PhD,Tier 3 / Remote,4,2,149994.65
36,0,HR Manager,Product,High School,Tier 2,1,2,69416.57
43,6,Engineering Manager,Finance,Bachelor's,Tier 2,3,0,142124.9
24,4,Lead Data Scientist,Data & Analytics,PhD,Tier 1,2,1,186837.1
40,11,Senior Software Engineer,Human Resources,Master's,Tier 1,1,0,155585.96
55,16,Marketing Specialist,Finance,Bachelor's,Tier 1,3,5,149826.13
56,15,Engineering Manager,Data & Analytics,Bachelor's,Tier 1,2,3,204111.35
22,0,Product Manager,Sales & Marketing,Bachelor's,Tier 2,3,1,112552.71
42,8,Senior Software Engineer,Product,Master's,Tier 3 / Remote,3,0,122023.6
50,8,Sales Executive,Product,PhD,Tier 2,4,0,131099.43
27,2,HR Manager,Sales & Marketing,Bachelor's,Tier 2,2,5,103035.74
58,11,Engineering Manager,Engineering,PhD,Tier 2,4,2,215470.58
22,1,Product Manager,Sales & Marketing,Bachelor's,Tier 2,2,1,112795.4
22,2,Engineering Manager,Sales & Marketing,Master's,Tier 2,2,2,142152.64
48,2,Marketing Specialist,Engineering,Master's,Tier 3 / Remote,3,1,78963.25
42,7,Product Manager,Product,Bachelor's,Tier 2,2,4,123238.31
37,8,Marketing Specialist,Product,Master's,Tier 1,3,5,134502.56
61,12,HR Specialist,Engineering,Bachelor's,Tier 2,3,0,101221.36
47,19,Product Manager,Data & Analytics,Bachelor's,Tier 3 / Remote,3,0,145894.04
37,17,HR Specialist,Finance,Bachelor's,Tier 1,5,0,159303.32
49,13,Software Engineer,Finance,Bachelor's,Tier 2,3,1,119284.04
22,1,Engineering Manager,Product,Bachelor's,Tier 1,3,2,157231.5
57,1,Engineering Manager,Finance,High School,Tier 1,3,2,143666.27
31,1,HR Specialist,Finance,Master's,Tier 3 / Remote,3,0,69324.66
38,12,Software Engineer,Engineering,Master's,Tier 3 / Remote,4,1,116999.32
44,24,HR Manager,Product,High School,Tier 2,3,0,155202.95
28,5,Lead Data Scientist,Data & Analytics,High School,Tier 1,3,0,150799.09
28,4,HR Specialist,Data & Analytics,PhD,Tier 2,4,3,119384.52
36,14,Senior Software Engineer,Product,Bachelor's,Tier 1,4,1,182474.36
55,5,HR Manager,Finance,Master's,Tier 2,3,2,124340.56
25,0,Senior Software Engineer,Engineering,High School,Tier 1,1,0,94698.03
35,11,Software Engineer,Sales & Marketing,Bachelor's,Tier 2,2,2,105358.06
35,15,HR Specialist,Engineering,PhD,Tier 3 / Remote,2,2,115643.81
37,0,Marketing Specialist,Product,Master's,Tier 2,2,2,82090.59
28,6,HR Specialist,Product,Bachelor's,Tier 3 / Remote,5,1,74085.8
53,7,Software Engineer,Finance,Bachelor's,Tier 2,3,1,98659.7
40,19,Engineering Manager,Engineering,High School,Tier 2,4,0,185697.37
23,0,Sales Executive,Sales & Marketing,Master's,Tier 2,1,1,75580.86
31,7,Marketing Specialist,Engineering,Master's,Tier 1,3,0,124092.55
38,9,HR Manager,Engineering,Master's,Tier 3 / Remote,3,3,115726.05
58,0,Marketing Specialist,Sales & Marketing,Master's,Tier 2,4,1,88487.05
33,10,HR Manager,Engineering,Master's,Tier 3 / Remote,5,2,128768.51
27,7,Marketing Specialist,Finance,PhD,Tier 1,1,3,127911.35
43,14,Engineering Manager,Engineering,Master's,Tier 2,3,1,181869.21
53,30,Engineering Manager,Human Resources,Bachelor's,Tier 3 / Remote,3,3,193504.56
62,35,Senior Software Engineer,Product,Master's,Tier 2,4,0,236164.78
41,7,Marketing Specialist,Human Resources,Master's,Tier 3 / Remote,5,0,102507.92
22,2,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,3,3,74087.13
27,4,Marketing Specialist,Engineering,Master's,Tier 3 / Remote,4,2,90126.53
40,11,Product Manager,Sales & Marketing,Bachelor's,Tier 2,2,1,130266.27
39,17,Financial Analyst,Finance,Bachelor's,Tier 2,2,0,123071.37
27,0,Lead Data Scientist,Product,PhD,Tier 1,3,0,189490.92
54,13,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,4,0,132150.97
44,12,HR Manager,Finance,Bachelor's,Tier 1,4,3,169500.79
44,7,Engineering Manager,Finance,Bachelor's,Tier 2,4,1,153762.84
47,19,Product Manager,Human Resources,Bachelor's,Tier 1,3,0,191804.67
34,7,Financial Analyst,Human Resources,Bachelor's,Tier 1,3,2,126050.88
28,6,Sales Executive,Product,Bachelor's,Tier 1,3,2,105632.15
36,13,HR Manager,Product,Bachelor's,Tier 2,5,1,141849.39
48,7,Sales Executive,Finance,Bachelor's,Tier 1,3,4,116009.93
47,11,HR Manager,Human Resources,High School,Tier 3 / Remote,2,0,92761.02
54,30,HR Manager,Engineering,Bachelor's,Tier 1,3,3,219242.36
36,1,Product Manager,Data & Analytics,High School,Tier 3 / Remote,2,0,77348.36
57,35,Marketing Specialist,Engineering,Master's,Tier 1,1,1,194884.45
48,20,Software Engineer,Finance,Master's,Tier 3 / Remote,3,0,128325.64
26,3,HR Specialist,Engineering,Bachelor's,Tier 2,4,5,85402.8
23,2,Financial Analyst,Finance,High School,Tier 1,5,1,96165.43
54,6,Financial Analyst,Finance,Bachelor's,Tier 2,4,1,110319.22
37,11,Senior Software Engineer,Engineering,Bachelor's,Tier 2,3,2,130866.73
44,4,Engineering Manager,Engineering,Bachelor's,Tier 2,4,2,153003.01
59,2,HR Manager,Engineering,Bachelor's,Tier 1,1,3,110292.42
37,7,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,1,123518.54
35,3,Marketing Specialist,Data & Analytics,High School,Tier 1,3,0,81466.87
50,2,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,3,0,67718.57
47,3,Senior Software Engineer,Engineering,Master's,Tier 1,2,2,142251.22
56,11,Sales Executive,Finance,Bachelor's,Tier 3 / Remote,3,2,96008.59
36,0,Product Manager,Finance,Master's,Tier 3 / Remote,5,2,121897.52
24,0,Senior Software Engineer,Human Resources,High School,Tier 1,2,2,105207.58
44,2,Software Engineer,Human Resources,Bachelor's,Tier 2,3,3,84356.58
50,25,Engineering Manager,Human Resources,Bachelor's,Tier 2,3,2,209589.25
55,33,HR Specialist,Human Resources,Bachelor's,Tier 3 / Remote,3,2,140202.02
54,2,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 2,3,3,116974.47
62,13,HR Specialist,Data & Analytics,Bachelor's,Tier 1,5,1,140462.49
62,13,Sales Executive,Engineering,High School,Tier 1,3,0,115367.67
44,16,Lead Data Scientist,Product,Bachelor's,Tier 1,5,1,227839.04
28,6,Software Engineer,Engineering,High School,Tier 2,4,1,88221.75
24,0,Financial Analyst,Engineering,Bachelor's,Tier 1,4,0,97516.91
53,29,HR Specialist,Finance,Bachelor's,Tier 2,3,2,152500.45
52,6,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,4,0,180019.19
39,15,Lead Data Scientist,Sales & Marketing,Master's,Tier 3 / Remote,3,2,161830.0
28,2,Lead Data Scientist,Finance,High School,Tier 2,3,1,118700.45
62,30,Sales Executive,Finance,Bachelor's,Tier 2,3,1,163318.58
22,0,Product Manager,Human Resources,PhD,Tier 2,3,1,140883.05
35,13,Sales Executive,Engineering,Bachelor's,Tier 3 / Remote,3,0,90428.81
53,27,Product Manager,Human Resources,PhD,Tier 1,3,0,256244.08
27,4,HR Manager,Data & Analytics,PhD,Tier 3 / Remote,3,1,118893.56
60,11,Sales Executive,Finance,Master's,Tier 2,3,1,120655.27
31,8,Marketing Specialist,Engineering,Master's,Tier 1,3,2,121022.68
28,5,Software Engineer,Data & Analytics,Master's,Tier 1,4,3,140168.81
47,3,Product Manager,Sales & Marketing,PhD,Tier 2,3,0,150663.37
55,32,Marketing Specialist,Data & Analytics,Bachelor's,Tier 1,3,0,196594.18
51,23,Senior Software Engineer,Product,Master's,Tier 3 / Remote,3,2,163791.8
57,4,Sales Executive,Human Resources,High School,Tier 2,3,1,71789.31
42,8,HR Specialist,Data & Analytics,Bachelor's,Tier 1,3,4,111139.78
38,6,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 2,2,3,85974.16
54,17,Engineering Manager,Sales & Marketing,Bachelor's,Tier 1,3,2,209795.15
31,11,HR Manager,Human Resources,Bachelor's,Tier 2,3,0,117151.01
33,1,Engineering Manager,Data & Analytics,Bachelor's,Tier 2,3,4,135090.99
37,7,Lead Data Scientist,Finance,Bachelor's,Tier 2,3,1,147410.65
62,26,Product Manager,Data & Analytics,Bachelor's,Tier 1,4,4,240991.57
53,12,Financial Analyst,Human Resources,Bachelor's,Tier 3 / Remote,3,0,99247.42
36,3,Software Engineer,Finance,Bachelor's,Tier 3 / Remote,3,2,80830.3
48,8,Engineering Manager,Engineering,Bachelor's,Tier 3 / Remote,3,3,133218.45
49,7,Product Manager,Data & Analytics,Bachelor's,Tier 1,3,1,152266.6
38,13,Engineering Manager,Data & Analytics,Bachelor's,Tier 3 / Remote,3,2,148764.81
23,1,Financial Analyst,Product,Bachelor's,Tier 1,2,0,89744.3
57,32,Senior Software Engineer,Product,Bachelor's,Tier 2,2,2,191587.29
28,5,Software Engineer,Sales & Marketing,Master's,Tier 3 / Remote,4,2,98215.28
34,0,Senior Software Engineer,Product,High School,Tier 3 / Remote,4,0,77316.13
36,4,Product Manager,Sales & Marketing,High School,Tier 1,3,1,120121.67
46,12,Senior Software Engineer,Engineering,Bachelor's,Tier 1,3,2,168113.64
44,21,HR Manager,Data & Analytics,Bachelor's,Tier 1,4,2,197232.02
43,17,Software Engineer,Product,PhD,Tier 3 / Remote,3,5,141316.54
47,18,Sales Executive,Product,Master's,Tier 2,3,1,137226.04
54,27,HR Specialist,Sales & Marketing,High School,Tier 2,4,0,139907.8
32,6,Engineering Manager,Sales & Marketing,Master's,Tier 2,3,0,157758.65
31,4,HR Specialist,Engineering,PhD,Tier 1,3,0,125501.62
46,25,Software Engineer,Data & Analytics,Bachelor's,Tier 1,2,0,167312.66
58,24,Lead Data Scientist,Sales & Marketing,Master's,Tier 2,3,0,209191.88
59,7,Sales Executive,Human Resources,Bachelor's,Tier 1,3,0,101569.05
62,31,Financial Analyst,Product,Master's,Tier 2,3,0,181579.01
45,14,Product Manager,Product,Bachelor's,Tier 3 / Remote,3,2,138062.37
61,10,Engineering Manager,Human Resources,Master's,Tier 1,3,1,204846.69
54,17,Lead Data Scientist,Sales & Marketing,Master's,Tier 2,3,1,181399.08
38,15,Financial Analyst,Sales & Marketing,Master's,Tier 1,5,1,184127.59
45,5,Sales Executive,Human Resources,Bachelor's,Tier 1,3,2,110080.87
58,36,HR Manager,Data & Analytics,Bachelor's,Tier 2,2,2,193506.44
23,1,Product Manager,Product,Master's,Tier 2,3,0,127105.24
53,33,Software Engineer,Product,Bachelor's,Tier 2,5,4,196306.04
45,14,Financial Analyst,Sales & Marketing,Bachelor's,Tier 1,5,1,165846.66
30,10,Engineering Manager,Product,Bachelor's,Tier 1,5,1,209041.38
25,2,Marketing Specialist,Finance,High School,Tier 1,1,2,70914.52
38,3,Software Engineer,Sales & Marketing,Bachelor's,Tier 1,4,0,112374.38
38,12,HR Specialist,Product,Bachelor's,Tier 3 / Remote,3,5,93373.29
51,6,Software Engineer,Data & Analytics,Master's,Tier 2,2,0,104476.16
61,0,HR Manager,Finance,Bachelor's,Tier 2,4,1,103085.06
32,8,Product Manager,Human Resources,Master's,Tier 2,3,1,151995.43
42,20,Engineering Manager,Human Resources,PhD,Tier 3 / Remote,3,2,185686.83
42,15,Software Engineer,Finance,PhD,Tier 1,3,0,177423.76
39,16,Product Manager,Product,PhD,Tier 1,3,2,227447.12
50,28,Sales Executive,Finance,Master's,Tier 2,3,1,166821.28
45,23,HR Manager,Human Resources,Bachelor's,Tier 2,3,0,157630.63
31,2,HR Manager,Product,Bachelor's,Tier 1,2,3,112676.43
38,15,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,3,3,155471.45
39,14,Senior Software Engineer,Human Resources,Master's,Tier 2,5,0,177670.03
41,0,Sales Executive,Data & Analytics,Bachelor's,Tier 3 / Remote,5,4,71527.23
58,26,Lead Data Scientist,Human Resources,Master's,Tier 3 / Remote,5,0,204960.94
39,13,Engineering Manager,Engineering,PhD,Tier 1,3,2,243297.81
38,10,Sales Executive,Sales & Marketing,Bachelor's,Tier 2,2,3,98524.99
30,6,Product Manager,Finance,Bachelor's,Tier 3 / Remote,2,3,107456.2
35,14,HR Specialist,Engineering,Master's,Tier 2,2,3,117849.8
50,27,Software Engineer,Human Resources,Bachelor's,Tier 2,3,2,159037.64
52,19,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 2,3,2,182942.81
25,4,HR Specialist,Data & Analytics,Bachelor's,Tier 2,5,2,94067.99
39,17,HR Manager,Finance,Bachelor's,Tier 1,4,2,188920.33
41,3,HR Manager,Product,Bachelor's,Tier 2,5,0,109147.31
30,4,Financial Analyst,Human Resources,Bachelor's,Tier 1,5,2,131216.25
34,3,HR Manager,Finance,Bachelor's,Tier 3 / Remote,4,0,87963.54
36,4,Engineering Manager,Sales & Marketing,Bachelor's,Tier 2,5,5,171208.68
48,1,Product Manager,Engineering,Master's,Tier 2,3,0,125168.05
36,9,Engineering Manager,Engineering,Bachelor's,Tier 1,4,1,189307.59
49,25,Lead Data Scientist,Engineering,Bachelor's,Tier 2,4,0,210553.05
58,10,Senior Software Engineer,Human Resources,PhD,Tier 1,4,1,208667.14
40,18,Software Engineer,Engineering,Bachelor's,Tier 1,1,2,144096.75
47,21,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,2,207795.56
47,10,Product Manager,Product,Master's,Tier 1,4,2,199584.78
46,7,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,1,1,82656.99
47,2,Lead Data Scientist,Data & Analytics,PhD,Tier 2,3,5,172679.34
47,8,HR Specialist,Finance,Master's,Tier 3 / Remote,2,3,89435.43
49,20,Product Manager,Engineering,PhD,Tier 1,3,3,247856.32
39,7,Sales Executive,Product,Bachelor's,Tier 1,3,0,108525.46
53,17,Sales Executive,Engineering,Bachelor's,Tier 2,3,0,118498.32
24,1,Sales Executive,Engineering,Bachelor's,Tier 1,3,0,92151.08
23,1,Product Manager,Sales & Marketing,High School,Tier 1,3,2,119826.91
54,10,Software Engineer,Human Resources,Bachelor's,Tier 1,3,0,124067.62
40,1,Engineering Manager,Data & Analytics,Bachelor's,Tier 1,5,1,173988.45
38,8,HR Specialist,Finance,Master's,Tier 2,4,1,105348.95
54,14,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,3,2,108146.7
33,7,HR Manager,Human Resources,Bachelor's,Tier 1,4,4,149734.7
24,2,Sales Executive,Human Resources,PhD,Tier 2,5,0,121299.14
47,8,Marketing Specialist,Human Resources,Master's,Tier 2,4,1,117178.68
56,4,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,2,145984.07
29,7,Engineering Manager,Sales & Marketing,High School,Tier 3 / Remote,2,0,112442.1
57,32,HR Specialist,Human Resources,Bachelor's,Tier 2,3,1,159172.3
28,0,Senior Software Engineer,Engineering,Master's,Tier 1,5,0,153705.69
57,14,HR Specialist,Product,Bachelor's,Tier 2,3,4,112253.16
37,14,HR Manager,Data & Analytics,Bachelor's,Tier 2,2,0,122186.95
45,8,Product Manager,Sales & Marketing,Master's,Tier 2,4,1,149549.52
22,2,Product Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,2,3,96553.39
46,20,Marketing Specialist,Finance,PhD,Tier 1,3,1,190614.19
31,9,Product Manager,Human Resources,Master's,Tier 1,4,2,197322.83
37,0,Software Engineer,Engineering,Bachelor's,Tier 1,3,1,89902.82
37,8,Engineering Manager,Engineering,PhD,Tier 2,3,1,183873.02
29,9,Lead Data Scientist,Human Resources,Bachelor's,Tier 2,2,1,143127.01
50,18,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,3,1,152894.02
60,12,Product Manager,Engineering,Master's,Tier 1,3,1,187944.03
49,4,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,3,1,79009.52
27,5,Software Engineer,Human Resources,Bachelor's,Tier 2,5,1,99630.38
37,17,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 2,2,3,167051.87
41,20,Senior Software Engineer,Human Resources,Bachelor's,Tier 1,3,0,192917.38
37,4,Sales Executive,Data & Analytics,Bachelor's,Tier 2,4,1,93361.71
28,4,Marketing Specialist,Product,Master's,Tier 1,2,0,99192.06
62,26,Software Engineer,Engineering,PhD,Tier 2,3,2,185991.48
35,3,Engineering Manager,Human Resources,Bachelor's,Tier 1,3,2,169815.04
47,3,Financial Analyst,Finance,Master's,Tier 2,3,0,106634.45
47,4,Lead Data Scientist,Sales & Marketing,Master's,Tier 1,3,5,185016.37
35,1,Software Engineer,Product,High School,Tier 1,1,3,77678.52
28,5,Lead Data Scientist,Product,Bachelor's,Tier 1,4,0,170765.92
54,26,Senior Software Engineer,Human Resources,Master's,Tier 1,4,1,243044.19
47,1,Software Engineer,Engineering,Bachelor's,Tier 2,3,1,82048.94
41,8,Financial Analyst,Engineering,Master's,Tier 3 / Remote,3,1,100986.88
24,2,Senior Software Engineer,Product,Bachelor's,Tier 3 / Remote,2,2,89540.75
25,5,Lead Data Scientist,Finance,Bachelor's,Tier 3 / Remote,3,2,121553.2
47,4,HR Manager,Product,Master's,Tier 1,5,0,154722.91
32,10,Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,4,0,96431.82
23,2,Product Manager,Finance,Bachelor's,Tier 1,2,2,132739.57
35,9,Lead Data Scientist,Product,Bachelor's,Tier 3 / Remote,3,2,127275.83
51,13,Sales Executive,Data & Analytics,Bachelor's,Tier 2,3,0,108688.33
33,8,HR Manager,Product,PhD,Tier 3 / Remote,3,4,137768.08
47,23,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,2,1,186292.37
54,18,Product Manager,Human Resources,High School,Tier 1,2,3,167260.25
34,0,Senior Software Engineer,Finance,High School,Tier 3 / Remote,2,2,72116.85
35,0,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,2,1,109841.82
45,25,HR Specialist,Data & Analytics,PhD,Tier 1,3,5,210509.86
55,23,Sales Executive,Finance,Bachelor's,Tier 2,2,1,130836.02
47,13,Lead Data Scientist,Human Resources,High School,Tier 2,1,4,139567.97
42,9,HR Specialist,Human Resources,Bachelor's,Tier 2,3,0,89162.68
49,22,Product Manager,Engineering,Master's,Tier 3 / Remote,3,3,166212.03
57,6,Software Engineer,Data & Analytics,Bachelor's,Tier 1,3,1,113578.83
61,12,Engineering Manager,Data & Analytics,Master's,Tier 3 / Remote,4,5,166279.17
23,2,Financial Analyst,Engineering,Master's,Tier 1,5,0,132047.31
30,5,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,5,1,136679.24
44,9,Product Manager,Human Resources,Bachelor's,Tier 3 / Remote,5,2,135491.29
36,4,Sales Executive,Engineering,High School,Tier 1,4,0,83662.21
34,4,Sales Executive,Product,Bachelor's,Tier 1,3,0,100892.48
44,5,Lead Data Scientist,Sales & Marketing,Master's,Tier 2,3,1,154615.96
38,7,Product Manager,Finance,Bachelor's,Tier 2,4,1,138490.43
23,0,Software Engineer,Data & Analytics,Bachelor's,Tier 1,2,0,81446.62
41,4,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 3 / Remote,1,2,85849.55
41,9,Lead Data Scientist,Finance,Master's,Tier 3 / Remote,3,1,146087.46
24,0,HR Manager,Engineering,Master's,Tier 2,3,4,105258.65
33,12,Product Manager,Product,High School,Tier 3 / Remote,3,2,117020.75
61,36,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,3,5,258172.73
23,1,HR Manager,Human Resources,Master's,Tier 2,4,0,112608.5
57,18,Financial Analyst,Finance,Master's,Tier 3 / Remote,2,1,119652.5
35,9,Engineering Manager,Engineering,Bachelor's,Tier 2,3,1,156316.17
37,15,HR Specialist,Data & Analytics,PhD,Tier 2,5,1,164065.38
40,17,HR Specialist,Finance,PhD,Tier 2,3,0,153153.43
55,1,Product Manager,Product,Master's,Tier 1,4,1,160374.66
27,6,HR Manager,Finance,High School,Tier 1,3,0,112643.16
34,8,Product Manager,Finance,Bachelor's,Tier 3 / Remote,3,1,114070.12
57,18,Financial Analyst,Sales & Marketing,Bachelor's,Tier 1,3,3,162402.96
43,11,Engineering Manager,Finance,Bachelor's,Tier 2,3,1,166658.53
39,11,Sales Executive,Human Resources,Master's,Tier 3 / Remote,3,0,94480.1
33,2,Engineering Manager,Product,Bachelor's,Tier 2,4,4,154172.09
51,31,Marketing Specialist,Sales & Marketing,Master's,Tier 3 / Remote,3,0,152755.03
61,12,Product Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,4,131597.08
28,3,Marketing Specialist,Product,High School,Tier 3 / Remote,3,2,55656.56
53,0,HR Manager,Product,Bachelor's,Tier 1,4,5,133782.7
40,0,Lead Data Scientist,Product,High School,Tier 3 / Remote,2,1,90067.68
27,4,Financial Analyst,Finance,Bachelor's,Tier 1,3,4,118377.07
41,3,Product Manager,Sales & Marketing,Master's,Tier 3 / Remote,4,1,120640.77
48,23,Marketing Specialist,Human Resources,Bachelor's,Tier 1,3,5,168972.26
58,1,HR Manager,Engineering,High School,Tier 1,4,0,101823.24
28,7,Engineering Manager,Human Resources,High School,Tier 2,4,1,144843.56
26,5,HR Specialist,Product,Bachelor's,Tier 1,2,0,89815.74
32,9,Senior Software Engineer,Human Resources,Bachelor's,Tier 3 / Remote,2,1,103562.51
36,8,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,2,2,91072.04
24,2,Engineering Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,3,0,111957.94
26,5,Engineering Manager,Human Resources,Master's,Tier 2,3,1,159721.81
44,6,Senior Software Engineer,Finance,Bachelor's,Tier 2,1,3,108505.11
58,16,Marketing Specialist,Finance,Bachelor's,Tier 3 / Remote,3,0,100879.22
30,10,Lead Data Scientist,Product,Master's,Tier 3 / Remote,3,0,150958.78
36,10,Engineering Manager,Finance,Bachelor's,Tier 1,4,1,204668.22
24,4,Software Engineer,Finance,Master's,Tier 3 / Remote,4,0,95513.79
50,2,Engineering Manager,Sales & Marketing,Bachelor's,Tier 3 / Remote,5,1,132255.64
27,6,Engineering Manager,Data & Analytics,Bachelor's,Tier 1,2,2,167673.69
38,15,Financial Analyst,Product,Master's,Tier 3 / Remote,3,1,120479.34
47,15,Marketing Specialist,Data & Analytics,Master's,Tier 2,4,0,136581.15
42,13,Software Engineer,Human Resources,Master's,Tier 2,3,1,132957.69
29,3,Product Manager,Finance,High School,Tier 1,3,4,133358.42
42,21,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 2,2,1,176136.31
