Age,Years_of_Experience,Target_Salary
40,39,27585.933217307203
44,10,8514.459307725454
48,19,18449.482501199895
53,23,13846.236191447977
47,1,8034.606815843126
48,29,24445.396455917686
40,10,7450.107770029727
50,4,8309.091641114379
54,5,9738.76361931207
40,11,14568.908278507675
58,4,2134.758313616516
40,3,564.0369250928125
54,33,25052.32528419434
37,14,13106.182651666997
44,36,23433.209052265574
28,0,8939.718205577185
47,36,29809.610630384108
53,38,26596.75154889913
33,11,17193.327835354314
29,26,22533.91011649785
26,16,18059.993249539548
49,22,9762.6325815701
26,37,21526.428627211066
47,21,13724.910464283628
26,33,24211.214834022077
43,17,21396.037982990827
36,7,9373.201916844675
34,18,17821.53797300392
49,28,20814.41610014098
54,26,21082.778299910373
44,24,19965.082923518596
54,8,11446.976138677626
39,20,5125.0613366092075
51,31,25949.809075247547
47,25,29183.71205844517
37,20,20782.817316964316
34,25,26200.646426105362
54,21,15655.392835694849
47,35,28915.75090291528
22,12,10052.551641237525
59,28,22771.74819308413
23,29,20146.974992191717
27,14,12781.432747701527
59,3,16560.50094522392
45,6,15359.019000141132
39,12,6441.796014653298
48,34,19840.32143746292
29,8,4410.421102865758
49,30,17994.518224374668
31,36,10337.378567244885
38,10,11649.188132273428
50,31,19256.220040862878
27,4,5013.279164997564
35,37,21873.12849264609
43,18,8047.541462278192
27,5,12297.063429093685
47,35,20949.177399552835
33,7,14071.427368000648
56,23,18965.669299718284
35,39,28802.75672877295
43,11,12220.950676643206
44,27,20724.446655170137
28,17,6736.578740377243
46,36,27480.29866610865
34,26,22326.66617417751
42,29,28729.81502443162
31,25,24996.645539106743
30,2,13526.267708040235
36,1,12634.84820055269
23,28,33629.84932203057
46,17,11785.894444841397
34,36,23005.505773962945
55,34,22293.444916587647
55,15,19174.001156212045
56,37,31798.117450001657
59,1,4950.427659714539
24,23,16318.717887148188
27,39,20182.132700614315
40,23,20308.235241492603
24,10,3684.8951386402605
39,38,28808.874098900822
30,26,27057.348435407097
33,17,12231.880632309307
26,23,10613.42753071975
24,35,16637.816911025675
32,29,28918.457737713798
51,10,13418.081053652553
25,2,8251.511471410155
26,26,10928.693465472279
22,37,29978.32536807214
48,26,12588.720293373419
49,17,16550.117274128046
50,30,23335.843534352345
39,13,4560.528349661556
33,28,21801.8115343113
34,34,22819.804141083205
23,2,2854.0974372864302
58,11,21838.373036656652
37,37,24289.514927012235
45,22,15627.503703400087
56,3,13048.424549572244
43,15,16064.508810048455
57,16,17721.146426360396
32,29,18801.38143796725
50,15,17393.533431786647
56,13,9739.681738595838
36,0,10114.636568658854
52,25,20311.845924171634
37,29,23952.238966081317
31,35,16616.32945068578
53,38,16574.354901328268
23,21,13174.222686076944
45,36,22738.956838776507
44,35,24129.207433356103
23,35,19616.754777158756
59,4,9073.061959519857
52,9,3782.0476159902955
47,20,20139.71847517304
50,15,18659.206009887555
24,21,14328.92970162875
35,17,21908.66512938066
46,25,25615.02259748254
22,25,12233.795208676398
24,22,21392.123825670795
47,2,13075.25664354474
39,3,7259.195625183758
30,27,13825.896447175466
59,38,27888.724743788618
44,27,20682.724184011153
42,35,18223.59271044212
22,18,11810.644925726332
42,32,16916.79627571265
48,20,27957.59128930525
27,35,20640.69619561899
57,10,21842.270131183708
49,30,23799.120138433922
38,16,15031.022665820086
24,35,20396.824638949834
33,20,8932.1714020575
33,18,14552.4289747779
23,27,10269.71108968025
43,15,19177.273579044246
44,1,13149.186545240835
51,7,14302.145282337038
26,35,23977.89619214781
30,20,13445.205740405723
42,13,12786.87028002649
32,17,18406.231599909122
26,35,20206.488495764286
56,11,9492.398436209904
48,27,20372.58154458746
23,20,24404.90437253183
45,21,15753.973444365209
52,13,21763.16540732056
54,29,25917.636086696664
51,10,12047.54182284473
58,16,11268.417890698967
49,19,16159.59602532089
52,5,15883.636523577445
32,15,10799.625422995596
44,1,12601.52698091774
23,8,20668.523342491513
48,17,19507.41213153815
56,6,17289.082050310957
23,8,3931.894094945501
58,37,28985.35458333393
42,23,24613.92003242086
26,15,9450.988137694747
42,0,2878.320958360011
50,14,7688.574104251264
41,3,5179.7001483964505
59,29,24745.08525038015
41,17,14394.227666632394
46,21,16899.87921694645
23,4,3190.958105253164
53,8,17017.533760489125
47,23,26763.91256177671
27,34,18257.243944758746
24,30,22707.96620349642
54,36,22707.039097052126
22,36,22926.176430048057
26,4,5577.22761371962
34,28,24276.645669856734
40,26,22290.46725069907
33,19,11886.932254668782
46,2,2691.6933647167116
56,2,13195.397719525328
33,37,23757.809021886886
51,4,7616.596909001332
26,33,24841.505698870427
55,5,2340.3482203835774
43,35,15659.416148846272
34,31,19830.919767582833
24,28,26470.28380010375
41,18,14855.78038873959
52,1,3333.28981971937
26,2,9738.21447951326
45,32,33628.658752932206
54,13,6859.206810052906
29,15,10679.80017434266
45,5,2701.9280288151485
41,29,29534.304240437858
37,38,29041.10887984078
33,39,26274.216408641485
34,38,29871.411194823348
46,31,26727.097118817932
53,26,17227.245685578466
45,13,12530.408921649629
30,14,6918.21835635409
44,16,8248.120812575278
34,23,12305.022532148814
53,33,39167.9449515793
36,13,12651.404531948094
57,8,8306.54094827815
26,3,5081.045337230293
43,2,6188.046851548778
37,29,23656.880987445715
31,31,22340.02198913182
45,1,5246.107888475379
39,39,31244.96991165834
39,16,10554.8366403102
28,31,11237.344919346515
25,12,13726.058545177151
47,32,18454.639679852335
26,39,21486.665687855577
37,37,25816.327740902427
56,8,11423.811957766873
47,31,30286.064816262617
39,26,7227.5851087683
50,22,21048.381288180506
44,15,8508.885651227134
35,6,10549.510934929269
36,15,21511.03207149182
54,14,15259.370362833695
46,10,19433.928210719845
42,6,8099.649245288912
38,3,12280.05737217204
44,0,3401.2679178830745
38,38,27484.309005667525
35,29,17493.457326144853
50,13,13187.769317736944
41,7,1942.910943949837
51,15,6794.515604646376
40,5,8962.56404648695
34,10,9733.24149889083
39,19,14526.601032874829
44,6,9247.02939159919
54,26,18176.84790782601
39,13,8924.742643144518
30,9,19788.334858143993
54,34,27350.51837313505
53,14,12764.883405322244
38,27,12831.047386854527
40,23,14966.023276707872
48,1,4119.314007411826
27,24,14156.79671966224
56,25,33689.2783023136
58,6,6580.656171105424
55,34,21895.83623580883
41,26,14317.628040233281
46,13,4772.157242619012
25,13,13405.094507811247
31,25,19027.8235514818
31,35,18024.262258146304
45,9,6713.838033919688
42,1,8801.465254061583
32,2,5245.580368321474
48,23,21064.834927906555
37,17,21372.35688411614
47,12,16305.984942972582
51,36,21140.28294411384
37,17,18523.618327611133
28,32,18118.541194155154
37,29,24126.780593055686
56,35,32062.336603171083
37,24,28783.982796855118
33,31,26531.897776567726
56,33,20565.55426366925
42,7,2809.4193157551153
57,12,10892.007822479049
38,35,19218.79501262615
53,14,13630.63466339064
27,9,12539.097264314472
45,32,25234.97376218852
48,16,21216.69909210596
41,28,13643.930871931712
46,20,22425.63942187056
23,18,11500.022305676655
30,33,15509.734629767967
49,15,17752.851500810568
59,38,23019.430114067596
24,36,20798.35887244381
41,36,24602.730850609973
27,12,12549.163325761672
54,15,14483.947946706117
22,13,10452.880211087757
58,16,19248.142464589233
27,27,21730.97870493092
55,24,19238.85035299529
36,18,6277.309737820098
47,0,-542.3349422078445
35,12,15043.323630724422
28,7,6806.669807610382
52,29,20352.038292285208
45,8,6923.874312606355
52,21,16562.640701178727
50,18,25083.198595995458
53,29,15539.29430576486
38,2,16216.60072045621
35,10,14362.121642764909
57,11,14792.525034483973
45,18,17240.98078593047
48,6,4369.503176855121
46,31,25515.247091611323
53,16,11471.3026297266
39,14,21051.5771864341
39,5,6958.567102335808
58,28,24620.656938482563
47,20,14040.67336339733
30,38,15430.89553704055
56,28,11057.020080910968
29,24,17607.90918961532
41,36,31434.548086735176
43,32,25283.972929044332
40,3,-3507.4498073184714
51,11,18311.234500457507
49,12,5164.0538623422835
56,38,20827.232609180213
32,19,15029.561933132974
52,17,12764.063829356328
57,17,11475.806615006599
51,13,13106.912196112042
44,16,14616.348248133132
40,20,23028.585178420297
33,25,13268.889003376877
36,35,28223.17387453075
52,25,19469.45041676923
58,27,18595.771379067017
58,33,11950.492441073226
36,24,13689.813237797718
50,7,13004.771903868574
47,4,8389.025099889313
23,27,15734.996583945813
41,33,29813.167376082107
36,25,17199.120177312656
25,27,16526.780266679983
43,35,15041.010837945878
59,26,22024.654171503196
44,16,19978.104449680723
47,19,17723.952880272278
32,13,16809.00616874778
49,20,13271.834932019563
23,31,22597.33155986399
29,22,18849.818855864683
50,36,28069.310499471645
32,38,22862.65195029546
58,7,10828.769264918494
39,18,20295.24165106215
35,28,22707.782451924093
31,4,6432.92376522031
56,31,22721.284002734596
30,19,12873.624663653014
56,18,17710.51654912036
32,23,9969.830370407333
33,31,21773.266747043617
24,24,16072.970852926266
35,26,16712.03101055456
49,11,10883.37073294949
32,10,5123.8639059100715
46,12,14785.730363715165
42,2,4572.0731734735855
31,12,7756.403515550318
36,20,8720.486075816674
40,3,4684.9201830077
43,29,18996.267323300253
42,28,15923.541887529642
53,38,27527.708678596464
44,28,22478.94392085736
34,12,15740.832363950327
26,28,23223.495620822494
25,39,28309.688111891104
49,11,20516.004496841088
35,26,24788.283690168286
29,31,23266.460525028142
30,1,3870.255288098927
56,7,13733.076319210857
58,27,25280.727917658583
42,31,18840.76984917661
39,21,21859.185438284254
54,17,13575.424039285506
29,6,14721.12747372795
38,33,27171.272240146616
52,17,15621.82421272038
55,18,22099.64834219141
27,37,23753.41247355363
43,16,16097.729326303092
35,18,16139.953645892738
24,14,10925.640213315155
33,32,27150.7406800312
57,0,5465.432301878492
33,33,17071.714553640224
23,2,655.8825879149808
23,5,15673.826216140944
36,20,15102.544580241423
44,4,9775.915921632179
50,26,27665.71460508412
38,7,3891.2117546106856
53,15,10082.171182116774
28,14,16432.428303747904
51,9,15788.014227350892
49,3,12333.693370937168
35,17,18951.439881571023
51,13,11295.944111300954
38,39,30842.509705693854
53,6,11656.721522278298
27,4,6257.731735294585
45,4,13701.540019715223
27,6,9687.127638040967
48,8,12669.119495623956
39,19,20538.89717680414
45,21,28976.250856389674
58,26,19449.73775437764
45,2,5873.983573071089
59,27,20106.496741188097
55,31,25221.84352276314
36,35,19720.829597474374
32,4,11679.843723027661
43,11,5532.4361150241375
45,29,17794.936335001465
22,1,9850.387720012342
39,6,10428.298205707571
33,30,18599.72393519908
49,4,18387.91164198856
28,24,21550.08295071029
44,16,10732.160211044258
42,29,17405.72851686045
55,29,29378.454434466876
32,26,25151.47993159236
43,26,18571.9209507361
56,28,27163.220053360183
50,21,15224.03366975996
49,31,30542.041200729866
39,11,7327.917379922754
35,32,29912.677192599513
39,4,-1395.145562855505
49,18,14528.94768307585
45,33,7535.161136174513
29,27,19714.795828154947
29,34,20464.54187015558
25,13,7145.523529760955
48,5,8242.843497861948
57,17,17682.545128559985
26,20,15428.53893515385
54,4,17208.48934284984
55,32,20182.4343661092
51,5,8006.698547629321
29,22,20828.55572127107
47,0,9011.00890450966
58,29,18580.701290392804
55,19,19378.292306967338
28,6,11167.657542260888
49,12,23089.382289520654
49,0,4050.95341631523
35,13,20218.88573045267
59,1,14107.965689624922
25,17,15655.908478269499
39,30,23658.26318766448
46,17,14194.670530926007
28,22,15282.838870057814
59,9,12911.240013015404
49,15,19070.682599749227
26,7,11526.24534063806
24,22,15103.617231885544
52,0,12024.501091239648
41,25,26321.959003974476
40,2,3618.84922468928
32,18,17929.975363593025
24,19,16670.656907012126
44,35,22705.606940312497
28,15,9564.404393793739
44,6,-2036.5533029708768
28,12,17925.125391680704
55,20,12706.823493417469
40,11,2007.8238571756337
30,26,16500.623113970178
39,15,11253.355548167638
46,6,13668.619868689213
35,18,13351.928516304888
46,30,19106.228538792653
40,36,18049.63356928431
36,14,19890.872097551663
37,20,14154.659262605293
48,33,18944.491369293246
31,18,11654.341172617627
25,31,27266.643631949068
40,10,14602.181068374115
49,1,6200.8012575681805
42,32,21949.083998123544
35,19,13117.034299977977
54,39,23409.007712663144
31,28,22685.279392813165
40,25,27689.93812391357
51,9,14680.624891492469
43,1,8039.25186347988
24,25,18985.93623310862
58,20,30282.505732127363
39,37,28026.258829226626
32,4,6726.005601503913
23,17,18979.267941841434
33,30,21727.10270472205
27,25,6100.5175022243075
50,30,21781.98595858756
51,11,11093.269976091575
23,26,13395.156735762932
30,0,1521.431947648559
23,2,-2205.4714398915985
50,10,13123.324469151396
54,28,14380.768378439825
31,3,11441.446561550376
55,39,23038.536779127215
29,3,-1809.2173682930825
58,23,19465.64513344556
54,22,19331.21070648837
27,8,9390.843718492952
40,7,9844.695461610856
53,26,32479.076864969404
48,8,18892.958317777306
22,31,11533.04454125208
54,5,3881.2853806342673
53,22,18178.248949452976
26,12,7989.323349351894
38,3,14993.44615202751
29,17,15656.025154975247
55,18,14256.75489389605
30,25,19562.123955124363
44,36,17185.399775191938
56,19,18223.232217365527
28,16,5840.094506406908
36,26,21989.50145479607
41,21,26822.453463548303
46,0,2591.1376436308865
24,16,6786.8519094035755
45,22,16097.322444826366
55,5,8500.97757906263
43,16,7193.816234913575
32,0,-1269.486670037285
29,14,4003.641342759145
56,39,24577.843041178745
59,33,24115.851421285395
29,35,28732.361831350736
58,13,19399.450877045118
48,28,22248.111344275683
49,38,25886.599236793958
55,29,18214.067395324277
53,28,21982.536956323092
36,28,19770.391181478124
38,33,20191.498013946595
54,27,22909.535001306424
37,23,16213.707098764098
50,12,6996.950188585826
30,18,10733.50984500686
54,38,27940.058198554976
50,36,25484.927701061395
34,4,-509.77166261839557
42,11,14492.71282179806
42,6,13221.399661971198
26,22,13887.055061684392
31,32,16096.918591111444
27,30,17622.52209225819
34,38,22740.314883965137
22,3,2681.6216523847434
41,1,9260.585439169705
29,20,6459.096724499628
31,2,7188.959971040009
30,18,11976.430213594245
24,0,-387.96194933056813
32,23,20091.939446441276
33,31,21488.561648995164
31,26,19327.392106124717
46,2,8618.807692998025
46,24,25795.929469518604
32,5,5677.013219737284
57,33,22745.2665532224
47,1,-5026.964926304419
35,17,12815.740153339073
22,25,7808.693317296473
25,15,16580.08214361227
51,24,28595.825925732934
33,39,18764.828951319763
56,3,12124.21290111504
34,13,26345.356803309496
52,3,1262.67765251926
59,2,13272.137380655653
44,38,27646.77684424826
25,4,-633.663004406857
37,1,3289.063029077642
28,2,9796.677615992827
43,17,14078.127554811757
50,2,11452.107865948612
32,2,412.1015770876811
54,24,26953.998419797223
50,7,16945.098246277343
33,37,24055.33377396462
28,31,21473.89380279965
47,26,23330.37442373229
30,5,4302.70567686795
55,26,23799.54775920064
34,3,11916.009854098775
57,9,5786.101328836722
46,19,16960.805481426127
45,16,7181.625268330403
38,12,17439.541551732313
23,7,11791.446899160212
34,34,31525.47247514705
52,27,19888.29446419542
50,29,29273.026679548475
49,37,29692.89702116188
48,38,26363.529140098322
36,8,19284.016605329074
52,18,25796.545047908898
36,19,19324.181119673583
54,7,13041.166547411804
41,15,16596.990313291568
33,20,21303.570934704716
58,29,22416.759868957462
30,0,-3789.7804774815613
44,28,24945.922806396742
29,30,22997.024933235713
53,33,22039.025433071114
35,30,16349.990392878542
48,18,13332.485553080316
46,12,21312.279288888545
34,39,25335.893649330857
42,23,18017.89905539881
52,29,23372.86283778967
58,34,35193.407863543864
26,12,11615.269886352144
34,2,10606.961853003382
49,39,27588.917298752083
46,36,15875.143332906191
56,39,22068.984064050288
28,10,6901.57168357477
59,15,18320.324693074337
53,17,20946.748777386234
24,20,16328.923657453279
58,31,21521.147454007605
43,28,22649.629101978815
29,34,23582.939748054097
38,9,16753.42566258264
48,28,28237.210748887956
54,33,34318.71841474258
38,8,14292.33775976733
33,20,18027.049113545116
48,18,14875.007466648773
29,1,1281.9027642641086
44,2,1093.5285040500557
50,1,4728.49234436018
41,17,12240.926173503663
37,26,16673.850815981645
38,21,19418.436145589785
37,13,6087.290410057553
40,16,15023.273414580412
29,24,15502.735014304155
59,0,20243.435455748564
59,30,30152.349193081667
50,22,20574.982342420994
57,25,11472.491726958026
47,27,24026.638261578628
52,15,11965.3693507685
33,23,4389.202195026686
38,38,18275.063497656447
36,37,26606.205891051475
30,9,4596.66694462887
33,32,22704.820901244977
53,11,7038.4776270709835
46,15,17617.038583576126
39,18,22818.5349973715
36,8,15538.780498942146
53,1,2912.537524866614
27,28,21064.835890912662
56,10,12217.207995561075
55,4,9347.390968137137
59,5,20064.89741862262
26,33,32271.840905305777
39,21,18639.748725711364
37,6,8121.481575200833
29,32,27469.997308760132
46,25,26075.121905730302
53,17,11449.2017568858
47,28,16903.86077823317
43,23,20092.432072723564
52,10,14900.66879708221
31,15,11061.001295639286
33,1,7464.43767038449
49,19,20924.015595558183
27,2,7252.1376176366
41,30,18698.804527810244
26,34,20870.987845387142
44,39,21918.519077823446
30,36,29448.302903842115
50,20,19230.295282968764
37,32,21299.0260863466
43,10,6837.016380190207
29,36,25708.572800392434
41,1,4608.2681880082
35,7,11376.375228203662
58,8,18568.261336995987
55,36,40579.15858286127
32,32,21078.530419905805
54,30,20399.203467597894
52,13,20763.92424137948
55,25,23735.6139614654
28,8,6625.227359443699
44,26,18036.90227810941
28,27,23120.181073968743
46,3,7920.819707940724
24,31,20533.6343291012
59,8,17374.582027474506
41,24,20844.959008293474
55,17,13845.061740680028
51,33,25006.83300811356
38,27,14493.089655120195
31,11,7457.067561543581
56,25,16540.84895192936
41,16,13310.13072964677
39,38,24329.262056461943
48,28,25129.809372158044
57,36,28429.91749838178
44,32,20299.426566220507
53,5,-705.6995851798783
31,6,3300.501778674581
32,25,7928.687041244508
59,7,4910.547055406304
27,37,28222.111270472036
55,38,29059.721377213114
57,37,28962.286007188213
58,34,30993.724201408088
38,32,23326.99138640258
33,18,9016.368138622
42,30,24919.83376894484
40,0,13361.707126685695
24,36,20452.735108565455
39,11,19778.16634807666
40,38,20280.01276317312
27,8,15958.244394249934
37,28,18596.948237175366
29,17,22395.737640730513
39,0,9080.870245811187
33,37,28601.110778101654
31,21,17037.018823938823
28,4,9023.359280867266
22,25,22164.36394886259
57,32,25218.17084783712
42,30,19115.60733710295
58,30,25402.877206244044
45,38,19921.779101416767
46,11,6517.815456197027
28,13,9561.330493555626
38,15,18113.68661720643
50,37,21951.293353257654
51,36,25169.807486792248
28,26,9867.64032719463
54,5,-2340.6108583196874
28,22,20880.200389336584
45,22,19994.268011016695
32,24,21768.672139706076
30,35,28119.994689555344
33,39,23865.420114770877
56,3,13238.663944908585
25,22,23156.80775046934
57,18,18080.901747464206
49,33,34819.22453556798
34,15,12097.915618798084
44,8,10988.666015540186
40,1,6172.345943034684
58,2,5611.26757616093
45,10,16352.310727931703
37,24,15770.072346102545
54,14,25622.66333274306
33,10,12296.01874101979
55,37,32240.77874923758
28,37,31278.02524988204
32,23,8262.49292674104
52,39,27732.660548703927
50,0,4423.645385707782
34,9,7190.2086365874
52,27,21785.90576011662
23,7,7850.841257519683
36,26,17319.493048115983
32,22,23507.559112860825
55,30,29665.692829243097
25,27,16781.657460551727
32,2,6542.477639986039
50,39,24126.90518425491
23,8,13703.766833340382
37,2,14004.828413080697
34,2,9972.216069378494
58,22,13920.138769954288
38,36,22130.38026078126
42,35,30053.553121598794
40,3,17323.42845881777
28,27,25058.35286081855
59,9,14998.600019952646
29,17,15991.867604860792
34,5,11060.072701219035
58,39,27324.068941994265
23,2,11566.781861169195
32,22,21505.645375056018
45,39,26545.144931952873
27,32,17557.262978784125
47,24,17429.871430518848
28,27,12606.713275191181
40,10,5388.190203660601
27,2,14293.16014061315
50,20,8208.063087052282
23,14,16151.041634068084
40,35,21595.120728627167
25,3,-6022.317384417895
27,28,12720.298175461317
58,5,2020.750258621947
49,23,18517.169749513894
51,27,27446.902346936644
28,16,9551.615766575485
30,32,26229.099638939646
46,22,11056.342132257092
54,4,10312.33114928676
22,19,14193.729438088743
27,33,28867.43384659477
39,17,22011.154486228883
31,37,24215.559608316034
49,0,9974.520372423203
32,18,16889.257581870475
54,10,17825.606987276264
22,16,4009.199960334865
34,22,14578.709982124436
58,1,10220.083806794722
41,29,24073.768102203052
22,20,3014.780503156029
24,24,9386.403924580525
39,36,28653.53693018651
35,36,23083.14262907736
52,12,20243.403384967445
48,36,29660.329569794118
38,25,19432.909468158297
50,1,14050.60557321069
57,22,15817.139334091979
58,10,20497.162132568228
47,1,4280.296521574877
38,5,13416.970753848434
43,9,13686.719340166062
46,7,15785.490525911577
23,12,15024.16695961209
43,4,16190.651162239272
26,22,14353.897178495785
25,21,12039.705332462418
57,29,24510.63973180587
27,37,30760.32817138261
42,33,18391.709699932835
34,3,7091.048001599019
58,9,8727.164855023439
46,24,23243.302083167448
47,9,8093.164295793248
41,33,31431.53608989506
54,39,18438.52621304724
35,16,9481.288084377918
57,28,28431.30063721638
38,25,20906.88412120879
42,0,11536.279202431731
37,36,34411.86469705563
37,7,21972.34029070029
41,24,25317.452473084137
50,7,12645.05084434782
49,13,12635.109652745374
29,14,16321.654783308175
45,18,13126.470438291939
24,30,19089.92064185968
46,11,19701.920995546265
40,19,14316.340001667568
54,20,23937.76171124238
23,12,4055.401871223293
36,39,16298.229221797652
43,30,21963.565903186907
31,7,14616.686588379514
39,16,15826.728278927938
43,25,23189.64612391923
48,10,13989.846322925412
34,7,-621.9385361593468
54,3,4552.848061381087
26,30,11997.40970552064
47,28,21114.931745078135
34,3,9813.579015227593
48,32,20985.763504494334
35,14,14046.422781838386
45,22,20295.56920931812
24,6,14922.14041832559
51,0,15475.031812688994
56,4,12404.27013655049
35,22,17021.986602597757
33,6,-1617.2961249452019
49,33,18533.61126952264
50,6,16367.055159161988
38,4,1421.957576123591
42,13,5428.117230541864
44,3,9592.01049347771
41,0,3507.807250123362
32,5,8096.97001257116
55,12,11584.513724753395
31,11,13916.118318319408
31,39,30000.14274801313
27,34,25218.265314594097
57,1,3197.588870227415
45,38,24891.128813920994
33,39,23899.682517307687
44,31,25945.80223570405
48,2,6920.518705413801
58,5,10052.830878167924
27,4,10867.176642632818
22,39,14855.841683524743
27,6,10356.737839407333
43,28,20969.229793059912
45,39,19481.887159845865
46,4,3393.6773273648487
36,8,15641.041727657943
47,35,22606.193864520537
29,31,18493.240129625392
45,6,14536.055266047804
59,33,25860.008504657068
27,4,10763.52336520102
56,20,11991.815609823287
22,19,12568.825721836169
57,35,25069.28976348299
33,0,4485.385259217839
59,24,21559.347348497075
32,25,12060.835213415428
33,7,11927.2732969749
28,27,22349.25212875594
32,17,12858.839939743983
57,12,15418.8089016495
52,36,28852.198079168887
54,27,18184.2490367942
34,25,19462.362323333902
39,32,27076.71078224642
45,3,8423.175590288674
30,11,20857.868575988607
52,7,16586.640448126116
31,6,9754.45320696682
23,32,17412.212280940512
59,37,29669.969886719155
36,34,25310.78677696414
24,18,10016.203861394933
52,19,12178.86996989415
27,24,16537.848637388604
24,22,25453.751826546264
32,9,1724.768406524956
36,15,17554.904176338445
49,30,25524.292364681474
31,37,30468.97805897814
59,4,6679.461134588459
28,23,14435.10444233943
36,35,23208.659392034402
39,7,5018.340231031752
39,10,8073.80158028613
45,29,17723.042299999266
23,28,16236.714649435533
41,21,22022.13603216304
55,29,22681.397168974083
47,19,12553.810194911723
28,13,11038.345153313488
59,25,28261.051235305335
51,39,20645.41948063647
26,1,9141.270154166403
32,32,15535.91210209877
22,4,6553.047727490502
55,27,17241.492587645913
22,19,16595.27231283601
40,5,14531.70745465014
23,20,24511.894816053504
42,34,26618.757740063196
41,18,11081.496337509849
44,8,13225.505785566493
42,35,27750.82766313548
45,8,10245.687950886044
25,15,20270.641582012766
33,36,28539.297233493646
43,4,6713.293369979285
41,11,8068.887320799178
39,22,22896.043499649633
22,26,14823.339971271249
51,0,9318.176004729781
54,10,20069.96534873679
45,24,20195.994067917112
35,12,17512.81609329639
57,23,24732.49647994257
26,36,16152.780347646389
32,1,13421.67338480698
45,1,4279.4565562884
52,38,26736.753006428553
34,33,27547.64955029238
37,33,22929.617501020137
45,4,7990.795436059289
34,14,21685.020176478167
45,9,5838.21785996412
47,5,12002.692293649463
23,18,3088.4242962839253
37,23,13265.448240159465
59,21,23422.95443089303
22,35,23928.634141823633
32,37,17113.735641483145
56,28,25616.771106333446
50,6,-479.2496032915187
58,27,16550.822381272043
38,15,12870.564888831981
49,19,20859.317865327954
50,36,27134.069609189122
24,39,30488.832692581684
31,29,20747.584230699496
35,33,20261.64158249375
33,28,17392.14585622123
51,9,11188.358903377426
53,29,26960.44856219386
53,37,22970.03197192906
53,4,10641.676464513836
47,10,2802.632130863958
22,27,20171.00725261058
23,9,7598.908917228586
38,25,19120.262533440844
51,5,11710.746317680745
28,31,30034.96610944908
48,36,25333.172547749837
30,28,25896.94858955304
43,3,-5475.814361781469
55,35,25140.615728567976
22,39,33582.31190532759
30,33,24015.84877258924
41,29,28479.52181776919
40,18,13933.763417153472
57,11,13049.193198556268
25,20,20412.414526362027
30,23,18018.547689096
43,13,9125.665165690109
39,9,9490.634425150638
33,39,33156.57446278339
30,13,11024.454153513292
27,2,10981.855414367627
40,25,25463.964169726187
28,37,31461.43395740218
37,39,17215.87994099554
26,11,3904.4908239815168
37,0,3335.943735264852
22,7,15643.848458654753
58,11,18005.14628424326
40,33,24372.979126829552
58,34,18826.30955665297
38,3,7370.602805460399
47,26,19605.15692158902
43,17,4870.242141151746
29,9,17721.7000641912
54,18,22368.903849608447
23,17,19325.201546231154
51,30,21693.890772385137
41,13,22111.4996696868
39,2,5133.207460879427
31,19,14805.016071890972
45,19,16274.534665239753
25,29,17630.705253802163
58,33,19283.34618190748
25,30,26676.796507025425
34,7,8812.247054206764
46,1,5098.803475998322
34,25,11360.886548633502
39,6,3802.6586753932006
45,21,12603.099470550393
23,31,14181.322983594691
54,37,17425.472971724783
40,33,19560.750672980474
30,33,24758.895457711595
49,1,8444.878855925032
56,22,14521.791411275553
31,23,13754.02770823004
22,14,4330.92643014739
42,26,22211.563986548623
30,25,17154.729095234863
36,33,25794.56148640256
56,9,18804.312438494257
26,13,15376.707547304522
43,36,15545.006236949235
44,5,17107.04729107557
28,12,7792.525249630051
44,32,23543.779998732796
46,4,7849.255897241519
48,29,24131.618410974068
27,4,10859.52854719763
55,7,13198.596469415228
30,22,21793.86668242532
54,5,7869.652795973055
27,32,21153.605487939592
58,35,25155.377723448677
52,26,27678.06656794813
55,29,32368.89134494755
50,12,16166.43994106054
35,8,22121.50079750961
57,5,19205.01523251681
57,0,10320.492219685508
36,15,13992.709639470459
29,37,17632.440384635764
47,29,24327.362117464287
57,18,12819.742047402216
42,12,13342.57824923515
49,12,4827.70833752621
25,21,17641.772259358255
37,24,15055.76781109586
43,7,9765.61308349433
33,14,8299.879461364457
37,37,17111.531106875867
59,20,10876.903834157489
58,23,19524.410399472727
50,15,14043.966332120828
39,16,17065.598945557686
31,10,15347.080048687225
39,27,23009.263535315582
22,36,13341.679695319332
42,17,18509.321628321894
22,37,34348.88145900224
36,18,13502.015532592573
25,3,7110.548684280562
41,34,25168.015897917376
31,31,16301.619782136408
44,22,17540.268897060043
55,33,25056.361700816058
54,12,15100.991667548607
55,0,8699.65200666638
31,15,6982.165245466538
41,23,22524.145734105194
22,6,9503.998443850476
34,25,18374.074185487985
22,11,9341.376448748775
26,38,29454.70295387526
37,30,30530.961722813743
36,24,12438.50004730123
49,36,24362.0545966516
52,21,15978.085862390803
44,1,664.1209031892868
38,39,21670.348348593703
55,25,17566.584989702314
34,29,21638.386420473864
35,30,20298.936358410596
32,28,26326.696008735
49,21,17622.129738545995
53,31,25988.071000256386
56,2,3159.653702961942
52,37,24744.992407840105
38,29,18494.063680745603
30,6,9644.530310699327
31,37,25704.27377806638
29,30,23475.410813296785
42,32,29085.011085771017
34,30,27125.030030789818
26,3,3909.4357782997167
27,39,29110.192225371222
51,4,9461.053694818203
